age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,broad jump_cm
38.0,1,160.8,53.5,27.6,30.0,164.0
51.0,1,155.0,57.2,11.7,24.0,132.0
23.0,0,167.3,53.5,9.2,40.0,182.0
27.0,1,163.6,54.9,29.6,30.0,177.0
40.0,0,174.1,87.2,18.8,46.0,234.0
39.0,1,167.8,65.7,23.8,43.0,174.0
63.0,1,157.8,49.2,26.3,27.0,121.0
23.0,1,162.2,63.1,19.7,47.0,180.0
60.0,1,147.5,48.5,19.0,5.0,130.0
36.0,0,175.3,74.9,13.0,50.0,246.0
29.0,1,157.9,59.0,14.0,34.0,123.0
25.0,1,165.2,47.6,24.8,34.0,150.0
45.0,0,171.9,67.3,7.5,50.0,196.0
32.0,0,175.0,80.3,16.5,45.0,179.0
35.0,0,181.3,84.4,11.7,46.0,251.0
56.0,0,176.7,77.5,15.7,36.0,203.0
56.0,0,168.2,53.5,13.3,34.0,197.0
51.0,0,164.2,58.8,19.6,39.0,212.0
25.0,0,170.3,68.3,18.5,49.0,209.0
23.0,1,162.5,56.2,21.7,47.0,169.0
56.0,1,162.7,57.8,27.0,19.0,175.0
22.0,0,178.0,72.3,8.2,51.0,239.0
23.0,0,170.8,74.1,21.2,48.0,255.0
24.0,1,159.9,47.7,-10.3,12.0,129.0
23.0,0,177.3,87.0,17.3,51.0,221.0
32.0,0,175.2,82.1,21.5,50.0,250.0
50.0,0,183.6,83.9,21.5,46.0,227.0
55.0,1,167.9,61.8,19.6,30.0,182.0
51.0,0,166.2,70.84,15.7,42.0,209.0
53.0,1,155.0,48.0,12.4,25.0,129.0
25.0,0,172.6,64.2,18.8,54.0,214.0
24.0,0,180.0,75.1,15.2,60.0,234.0
57.0,1,154.4,52.9,24.9,48.0,162.0
39.0,0,173.8,80.7,14.9,38.0,215.0
47.0,0,178.6,79.1,23.3,50.0,216.0
27.0,0,169.2,72.5,10.9,60.0,203.0
38.0,0,175.6,74.5,4.6,37.0,235.0
27.0,1,157.0,49.1,19.7,51.0,167.0
48.0,1,168.8,46.1,24.7,32.0,174.0
63.0,0,172.9,69.5,17.2,38.0,208.0
53.0,1,151.6,45.4,21.7,22.0,142.0
23.0,1,167.8,59.42,23.7,40.0,176.0
64.0,1,154.6,53.5,21.7,19.0,84.0
47.0,1,160.5,61.6,13.0,7.0,132.0
50.0,1,167.2,55.6,23.0,43.0,174.0
51.0,0,165.7,68.0,25.0,41.0,212.0
62.0,1,149.7,54.7,18.1,10.0,107.0
42.0,0,169.1,75.8,17.4,47.0,226.0
39.0,0,169.5,69.1,16.0,47.0,236.0
37.0,0,171.5,89.2,11.8,36.0,199.0
31.0,0,183.8,84.9,15.5,50.0,221.0
36.0,0,169.5,70.6,23.4,50.0,236.0
61.0,0,172.6,73.0,15.0,37.0,188.0
33.0,0,172.7,66.1,18.0,51.0,221.0
25.0,1,158.1,57.9,13.7,59.0,157.0
26.0,1,159.4,54.6,26.4,50.0,180.0
48.0,0,167.2,70.4,16.0,42.0,196.0
58.0,1,153.8,55.5,15.5,15.0,114.0
63.0,1,153.7,53.3,16.3,1.0,35.0
22.0,1,162.4,60.84,31.7,55.0,201.0
60.0,0,166.1,72.7,17.3,38.0,180.0
58.0,1,156.2,47.1,23.4,38.0,135.0
38.0,0,172.4,69.3,14.7,63.0,214.0
25.0,0,170.1,59.6,5.0,44.0,205.0
28.0,1,165.0,76.5,23.0,39.0,185.0
46.0,0,176.7,68.6,-0.6,26.0,225.0
62.0,0,173.3,71.38,9.0,20.0,153.0
62.0,0,167.2,67.4,21.1,42.0,187.0
23.0,0,174.0,78.1,19.1,43.0,212.0
40.0,1,168.6,61.0,29.8,26.0,192.0
23.0,0,174.4,71.5,18.1,53.0,204.0
39.0,1,164.2,60.62,7.2,34.0,143.0
28.0,1,161.1,59.3,12.9,26.0,174.0
25.0,0,162.9,60.3,9.5,38.0,195.0
23.0,0,167.7,66.6,15.7,57.0,218.0
59.0,1,160.2,61.7,20.8,9.0,114.0
32.0,1,151.6,54.0,21.3,42.0,160.0
34.0,0,180.7,84.9,15.3,57.0,255.0
40.0,1,159.1,51.9,27.9,52.0,182.0
25.0,0,177.5,69.7,14.9,47.0,216.0
64.0,1,156.0,55.1,16.4,0.0,91.0
51.0,0,170.0,71.8,8.5,48.0,197.0
24.0,0,174.1,90.7,11.1,27.0,194.0
54.0,0,177.5,83.6,9.2,30.0,155.0
39.0,0,171.2,69.9,18.2,49.0,208.0
29.0,1,161.1,73.52,20.5,30.0,178.0
21.0,1,161.7,63.3,23.7,41.0,180.0
61.0,1,154.2,57.78,16.7,10.0,78.0
55.0,1,154.7,50.6,18.8,20.0,142.0
43.0,0,173.3,64.76,20.0,48.0,238.0
34.0,0,175.0,74.0,7.2,45.0,216.0
48.0,1,157.1,63.6,21.9,0.0,130.0
22.0,1,162.3,51.0,22.9,33.0,160.0
61.0,0,169.0,72.4,23.8,37.0,187.0
23.0,0,182.5,93.8,15.0,40.0,245.0
26.0,0,173.5,68.4,15.4,71.0,243.0
32.0,0,182.3,78.72,17.4,56.0,238.0
29.0,0,175.1,76.22,17.2,53.0,222.0
60.0,0,170.3,68.9,13.0,34.0,192.0
26.0,0,179.9,71.5,17.8,61.0,239.0
32.0,0,172.3,77.6,8.9,36.0,208.0
21.0,1,154.9,75.16,20.8,31.0,140.0
29.0,1,159.0,49.6,10.5,26.0,138.0
63.0,0,168.7,67.6,21.3,35.0,184.0
41.0,0,174.0,69.1,24.4,66.0,244.0
55.0,0,174.0,70.5,18.2,32.0,199.0
38.0,1,162.7,54.0,21.8,33.0,166.0
27.0,1,162.4,59.7,31.0,44.0,189.0
26.0,0,179.0,79.2,19.8,59.0,233.0
44.0,0,168.8,77.7,12.6,47.0,212.0
26.0,1,155.3,57.1,21.0,28.0,162.0
31.0,0,171.2,74.0,5.8,54.0,193.0
62.0,0,170.5,75.8,12.4,32.0,177.0
29.0,0,183.9,83.5,21.7,46.0,222.0
31.0,1,154.5,55.2,16.0,31.0,158.0
26.0,0,175.2,85.3,20.5,57.0,266.0
42.0,1,154.2,51.6,17.5,24.0,153.0
21.0,1,167.4,63.2,27.5,43.0,181.0
63.0,1,159.3,60.9,13.4,19.0,104.0
61.0,1,154.9,56.3,25.3,30.0,137.0
50.0,0,156.7,56.1,21.2,55.0,208.0
23.0,0,172.0,65.0,-1.2,28.0,216.0
33.0,0,182.6,89.4,6.0,37.0,193.0
57.0,1,157.3,54.1,21.5,27.0,130.0
37.0,0,176.0,81.3,25.1,64.0,236.0
21.0,0,172.9,76.4,14.5,50.0,220.0
55.0,1,146.0,39.1,22.6,21.0,120.0
44.0,0,172.0,79.3,11.4,48.0,192.0
40.0,0,165.2,77.9,17.5,50.0,222.0
24.0,1,166.8,58.5,23.1,57.0,185.0
37.0,0,163.4,59.8,20.7,53.0,236.0
23.0,0,167.4,78.2,7.3,61.0,189.0
33.0,0,179.4,65.9,17.8,41.0,231.0
40.0,1,162.6,54.2,24.2,16.0,141.0
34.0,1,157.2,43.9,24.4,40.0,183.0
30.0,0,166.7,73.2,18.8,55.0,216.0
21.0,1,155.9,51.1,10.2,44.0,173.0
41.0,0,178.3,75.4,19.3,63.0,241.0
42.0,1,157.9,48.5,24.3,41.0,186.0
21.0,0,177.7,70.7,25.0,55.0,230.0
26.0,0,169.9,95.5,11.9,30.0,190.0
23.0,1,157.5,47.1,16.4,40.0,186.0
31.0,0,160.4,63.1,15.8,49.0,273.0
28.0,0,173.7,70.4,8.4,64.0,200.0
43.0,0,169.2,57.2,9.3,40.0,226.0
21.0,0,168.0,68.0,14.3,57.0,233.0
60.0,0,163.7,65.3,17.1,50.0,185.0
45.0,0,180.3,79.7,-9.5,30.0,175.0
29.0,1,155.5,67.3,14.3,23.0,130.0
22.0,1,162.2,60.4,22.6,37.0,148.0
21.0,0,178.3,73.14,21.6,53.0,224.0
28.0,0,166.1,62.7,-3.9,47.0,200.0
63.0,1,155.6,52.7,23.1,23.0,125.0
37.0,0,180.0,87.7,10.0,30.0,202.0
22.0,0,168.5,65.0,14.0,50.0,258.0
24.0,1,166.0,64.4,18.8,42.0,154.0
21.0,0,181.7,84.7,-2.7,46.0,223.0
29.0,1,157.2,47.9,19.5,40.0,157.0
23.0,0,184.1,86.9,23.7,62.0,242.0
21.0,1,167.0,61.9,14.9,56.0,177.0
22.0,0,179.7,72.2,26.0,61.0,285.0
39.0,0,170.7,108.8,12.8,35.0,199.0
26.0,0,172.8,65.3,10.4,48.0,218.0
31.0,0,179.7,81.7,18.0,47.0,211.0
23.0,1,164.5,46.4,24.9,42.0,163.0
38.0,0,173.2,94.1,3.0,44.0,170.0
22.0,0,171.4,73.9,12.9,58.0,258.0
23.0,1,159.4,56.6,20.4,45.0,167.0
21.0,1,157.2,56.0,23.8,40.0,160.0
63.0,0,164.0,65.0,-3.2,23.0,178.0
41.0,0,168.1,60.1,12.2,42.0,195.0
32.0,0,170.2,70.0,11.9,57.0,221.0
23.0,0,170.2,79.5,2.3,28.0,156.0
34.0,0,174.8,70.4,9.1,54.0,233.0
60.0,1,159.1,54.8,25.8,36.0,152.0
39.0,0,184.4,85.7,13.7,46.0,223.0
21.0,1,164.0,59.0,21.4,53.0,211.0
36.0,0,179.8,90.8,14.0,39.0,229.0
21.0,1,156.4,48.7,21.0,37.0,160.0
29.0,0,179.4,77.6,27.0,54.0,248.0
52.0,1,150.8,68.8,21.3,23.0,145.0
46.0,0,162.8,78.2,21.4,27.0,206.0
45.0,1,155.1,53.0,21.2,22.0,133.0
27.0,1,160.2,54.5,22.5,35.0,171.0
21.0,0,180.3,65.9,14.8,32.0,196.0
27.0,0,172.6,79.6,14.2,57.0,206.0
22.0,0,184.7,85.0,21.5,55.0,266.0
29.0,0,175.9,66.1,1.0,28.0,181.0
28.0,1,159.8,62.68,22.0,41.0,164.0
27.0,0,179.0,76.3,21.2,61.0,256.0
30.0,0,182.9,80.6,16.8,50.0,226.0
23.0,0,170.6,90.2,8.0,45.0,161.0
32.0,0,172.5,73.9,10.6,45.0,200.0
63.0,0,170.7,76.84,9.6,30.0,151.0
31.0,0,175.3,84.2,0.2,43.0,219.0
60.0,0,162.7,79.7,7.7,24.0,167.0
59.0,0,175.1,75.08,12.5,47.0,220.0
23.0,0,179.1,65.5,6.5,41.0,252.0
24.0,1,164.8,52.0,24.7,42.0,153.0
35.0,1,158.1,65.26,21.0,36.0,146.0
39.0,1,160.1,46.6,11.5,20.0,150.0
60.0,0,164.9,70.4,14.8,27.0,162.0
45.0,1,155.7,43.3,14.2,17.0,133.0
26.0,0,180.1,74.1,3.7,49.0,198.0
56.0,1,148.2,54.7,10.7,0.0,134.0
35.0,0,164.6,66.0,27.3,46.0,198.0
25.0,1,166.6,51.98,12.5,34.0,166.0
41.0,0,163.2,61.9,10.0,42.0,198.0
22.0,1,169.3,62.3,16.4,35.0,160.0
41.0,0,168.7,70.0,18.4,47.0,207.0
24.0,1,153.8,51.3,19.7,41.0,161.0
23.0,1,161.8,58.7,10.3,44.0,126.0
38.0,0,178.7,73.3,19.2,47.0,219.0
33.0,0,187.7,86.2,30.2,50.0,211.0
56.0,1,151.9,48.0,20.8,19.0,160.0
30.0,0,176.4,71.7,24.3,56.0,210.0
27.0,0,175.8,69.1,21.6,64.0,249.0
62.0,0,168.4,71.6,17.1,45.0,213.0
63.0,1,153.1,56.3,7.5,2.0,70.0
49.0,1,158.3,55.3,20.0,36.0,154.0
25.0,0,178.2,77.9,12.1,51.0,228.0
56.0,1,158.6,52.9,26.9,33.0,91.0
59.0,1,157.0,50.7,18.9,20.0,155.0
40.0,0,174.4,70.2,15.2,44.0,215.0
31.0,0,175.3,96.0,18.6,50.0,226.0
25.0,0,181.2,70.1,13.4,40.0,220.0
38.0,1,164.3,57.0,23.0,31.0,202.0
48.0,0,173.7,82.9,3.4,30.0,170.0
29.0,0,161.9,57.6,9.8,38.0,195.0
21.0,0,168.7,61.2,30.8,48.0,295.0
39.0,0,178.7,65.1,15.7,39.0,208.0
52.0,0,167.9,69.7,18.0,60.0,206.0
64.0,1,157.4,52.3,22.4,31.0,143.0
62.0,0,168.1,73.9,22.0,43.0,194.0
55.0,0,169.6,71.8,16.0,26.0,210.0
24.0,0,181.3,70.8,17.9,57.0,246.0
23.0,1,165.3,82.3,14.3,2.0,138.0
21.0,0,177.7,63.4,13.5,53.0,230.0
63.0,0,170.6,74.7,14.2,31.0,175.0
37.0,0,174.3,78.4,11.9,45.0,236.0
24.0,0,185.9,73.0,9.8,36.0,218.0
30.0,1,164.6,57.9,25.0,36.0,158.0
59.0,0,163.7,66.4,16.6,30.0,166.0
59.0,0,176.9,80.8,13.2,38.0,194.0
23.0,0,176.9,71.8,8.0,40.0,204.0
27.0,0,171.4,67.3,15.5,51.0,214.0
42.0,0,170.5,65.4,19.7,30.0,214.0
34.0,0,183.6,76.82,14.2,55.0,220.0
43.0,1,171.4,65.6,23.2,26.0,147.0
24.0,1,152.4,42.5,14.2,50.0,184.0
21.0,1,165.0,53.4,24.8,25.0,136.0
63.0,0,164.0,67.0,3.9,37.0,137.0
39.0,0,170.5,77.2,13.5,46.0,222.0
62.0,0,175.1,63.4,16.2,30.0,181.0
21.0,0,177.5,71.4,6.0,61.0,275.0
29.0,0,169.1,71.3,5.8,42.0,217.0
24.0,0,163.7,57.6,14.5,42.0,182.0
23.0,0,179.0,87.4,12.4,50.0,211.0
29.0,0,163.0,80.6,9.6,39.0,212.0
29.0,0,178.2,83.1,15.0,57.0,188.0
22.0,0,175.8,66.6,2.9,52.0,240.0
46.0,0,168.5,65.6,21.4,35.0,220.0
61.0,1,161.1,64.4,20.1,26.0,148.0
30.0,0,181.0,91.6,15.4,48.0,227.0
63.0,0,163.0,60.9,9.9,28.0,195.0
47.0,1,161.7,56.6,22.0,43.0,170.0
42.0,1,165.4,65.9,26.2,50.0,184.0
60.0,0,167.4,63.2,11.9,31.0,185.0
27.0,0,175.5,85.0,7.0,45.0,212.0
56.0,1,157.1,51.4,11.1,29.0,120.0
38.0,0,170.7,65.8,14.3,44.0,242.0
41.0,0,181.1,93.3,-9.9,20.0,167.0
64.0,0,169.0,54.6,16.6,24.0,159.0
28.0,0,172.2,71.9,10.9,46.0,211.0
30.0,0,167.9,74.5,22.5,50.0,224.0
43.0,0,168.8,75.7,20.1,57.0,212.0
60.0,0,172.6,65.2,22.3,42.0,162.0
21.0,1,167.5,50.98,20.2,40.0,168.0
23.0,0,167.7,68.72,16.1,51.0,247.0
24.0,1,158.4,54.34,15.6,37.0,169.0
50.0,1,159.3,60.4,21.4,21.0,142.0
22.0,1,169.1,62.6,17.0,17.0,175.0
35.0,0,178.4,79.0,14.7,68.0,260.0
38.0,0,164.2,61.0,10.0,38.0,233.0
64.0,0,172.7,81.3,22.2,36.0,177.0
56.0,0,172.3,71.7,21.0,42.0,201.0
58.0,0,166.3,73.6,8.6,36.0,183.0
22.0,1,163.8,54.2,19.4,41.0,155.0
25.0,0,178.5,94.1,11.7,40.0,221.0
26.0,0,178.0,67.4,20.9,58.0,229.0
25.0,0,174.2,63.0,15.1,52.0,219.0
42.0,1,159.2,57.9,18.0,24.0,45.0
23.0,1,161.0,58.9,19.1,43.0,203.0
26.0,0,169.4,69.7,11.3,29.0,222.0
33.0,0,180.3,83.3,16.3,52.0,239.0
21.0,0,172.5,64.2,9.2,59.0,231.0
31.0,0,177.3,86.4,20.8,63.0,248.0
27.0,0,181.5,98.28,11.3,51.0,217.0
23.0,0,184.5,70.5,10.9,37.0,181.0
64.0,0,176.1,72.7,9.3,39.0,186.0
46.0,0,170.9,76.6,11.2,26.0,184.0
37.0,0,181.3,81.3,31.4,53.0,273.0
35.0,0,179.9,79.3,26.0,51.0,238.0
24.0,0,164.9,78.3,7.9,19.0,171.0
30.0,0,193.8,93.4,11.0,54.0,230.0
28.0,0,179.4,67.4,8.6,48.0,219.0
43.0,0,169.5,67.9,16.4,35.0,226.0
28.0,1,165.5,69.6,21.9,46.0,159.0
25.0,1,173.8,61.9,24.0,41.0,163.0
47.0,1,152.8,53.6,20.4,25.0,147.0
26.0,0,162.6,81.1,10.7,53.0,194.0
47.0,1,159.1,50.6,20.0,21.0,130.0
35.0,0,175.4,73.9,15.0,41.0,223.0
24.0,0,172.5,65.4,21.3,57.0,200.0
21.0,0,172.2,68.0,12.8,49.0,218.0
23.0,0,176.0,66.6,14.5,51.0,253.0
27.0,1,168.9,59.2,24.7,43.0,188.0
61.0,0,166.9,69.3,17.9,39.0,222.0
44.0,1,164.3,53.9,14.3,23.0,133.0
21.0,0,171.5,65.5,24.0,56.0,250.0
53.0,0,177.3,88.48,6.4,18.0,183.0
29.0,0,179.9,87.3,-5.0,24.0,225.0
31.0,0,185.3,93.14,14.5,51.0,230.0
49.0,0,166.2,63.2,16.9,44.0,207.0
39.0,0,168.1,63.6,4.1,46.0,195.0
51.0,0,161.2,56.3,7.2,20.0,183.0
43.0,1,162.7,51.1,17.1,20.0,136.0
23.0,1,169.1,68.5,21.1,47.0,181.0
29.0,1,161.6,56.1,13.3,40.0,181.0
31.0,0,169.2,74.6,18.9,60.0,250.0
42.0,0,180.0,81.4,15.8,24.0,211.0
57.0,1,153.0,57.6,20.4,35.0,139.0
27.0,0,164.0,59.0,18.4,62.0,244.0
36.0,1,164.5,50.8,15.5,43.0,168.0
38.0,1,162.1,64.1,17.8,41.0,210.0
33.0,1,163.7,49.1,13.9,38.0,191.0
51.0,0,169.3,73.2,15.2,36.0,204.0
56.0,0,184.6,90.5,-18.0,20.0,211.0
22.0,0,176.8,92.0,12.6,43.0,232.0
42.0,0,166.8,66.5,16.0,39.0,232.0
31.0,0,170.0,70.6,16.0,48.0,220.0
45.0,0,166.9,68.2,16.0,50.0,198.0
24.0,0,180.9,77.6,20.7,50.0,219.0
37.0,0,173.6,78.2,16.7,53.0,223.0
21.0,0,169.9,70.6,19.2,60.0,246.0
41.0,1,159.6,53.5,14.5,45.0,151.0
57.0,0,171.6,82.0,9.2,33.0,224.0
60.0,0,168.2,66.9,22.6,31.0,194.0
37.0,0,178.6,85.8,11.2,43.0,232.0
63.0,1,157.8,57.1,14.7,20.0,154.0
28.0,0,185.1,83.0,13.8,45.0,214.0
21.0,0,173.3,61.7,6.4,53.0,203.0
48.0,1,153.8,53.7,5.3,28.0,143.0
24.0,0,177.7,84.5,11.0,44.0,241.0
22.0,0,182.5,80.04,13.0,37.0,230.0
62.0,1,159.6,59.3,22.6,21.0,131.0
25.0,1,164.4,55.5,23.5,50.0,165.0
24.0,1,166.9,54.3,19.9,42.0,190.0
21.0,0,173.1,67.36,10.0,44.0,176.0
27.0,0,176.1,75.4,19.2,61.0,236.0
61.0,0,174.6,70.0,17.9,48.0,211.0
59.0,0,166.9,73.8,15.5,39.0,215.0
21.0,0,180.9,77.7,9.1,43.0,215.0
50.0,0,178.5,89.4,9.9,35.0,209.0
29.0,1,161.4,61.8,18.7,41.0,168.0
34.0,1,167.5,65.8,20.5,50.0,174.0
39.0,0,170.8,82.5,-3.5,32.0,182.0
30.0,1,165.4,57.7,25.9,45.0,188.0
27.0,0,181.2,73.8,18.2,49.0,228.0
33.0,1,163.3,60.2,10.2,25.0,165.0
38.0,1,154.2,46.3,16.5,32.0,120.0
42.0,1,158.1,51.0,20.3,30.0,121.0
21.0,0,168.7,80.3,18.8,48.0,244.0
24.0,0,175.1,75.5,0.3,44.0,212.0
31.0,1,171.0,58.8,10.3,39.0,170.0
24.0,1,163.3,51.3,21.6,35.0,161.0
45.0,1,161.8,56.9,17.5,38.0,135.0
45.0,1,161.3,55.0,3.0,24.0,136.0
21.0,0,176.0,61.2,0.4,60.0,83.0
47.0,1,164.6,60.4,15.4,21.0,150.0
29.0,0,163.3,68.8,21.0,58.0,212.0
57.0,0,170.6,64.52,10.1,42.0,181.0
36.0,1,158.7,60.9,27.9,27.0,154.0
32.0,0,170.3,93.5,10.6,38.0,189.0
57.0,0,171.8,75.3,13.8,35.0,197.0
21.0,1,161.7,55.0,21.6,48.0,190.0
21.0,0,181.2,70.0,15.8,57.0,217.0
43.0,1,166.4,59.2,-1.0,22.0,130.0
29.0,0,175.0,73.6,14.9,39.0,246.0
56.0,0,166.7,64.9,14.1,33.0,166.0
21.0,1,165.5,64.9,26.5,57.0,197.0
22.0,1,170.2,56.0,31.3,46.0,202.0
43.0,1,148.2,50.2,23.4,59.0,147.0
61.0,1,156.0,55.4,24.4,27.0,116.0
58.0,1,157.9,57.4,23.1,16.0,135.0
62.0,0,165.9,69.9,6.2,22.0,148.0
25.0,0,181.0,79.88,13.8,38.0,194.0
21.0,0,171.5,80.0,8.9,44.0,243.0
32.0,0,168.5,73.6,7.6,56.0,200.0
50.0,0,177.8,69.9,10.3,37.0,205.0
53.0,1,154.0,48.4,7.9,22.0,126.0
46.0,0,174.0,69.9,7.9,44.0,206.0
28.0,0,168.5,76.9,24.0,59.0,235.0
49.0,0,166.5,61.4,8.5,51.0,194.0
62.0,0,164.6,49.3,15.2,21.0,157.0
41.0,1,156.3,52.7,26.8,40.0,149.0
60.0,0,171.8,73.0,14.9,40.0,191.0
24.0,0,170.6,78.6,18.3,59.0,237.0
22.0,0,174.3,85.0,16.6,40.0,240.0
22.0,0,174.0,60.4,20.5,51.0,247.0
52.0,0,167.9,73.8,21.4,31.0,210.0
28.0,0,182.4,97.3,1.9,41.0,204.0
21.0,1,162.2,55.3,24.2,46.0,207.0
24.0,1,169.0,61.3,20.6,49.0,183.0
28.0,0,174.2,62.64,7.3,44.0,225.0
40.0,0,169.4,68.8,23.5,51.0,232.0
55.0,0,170.6,75.4,11.2,17.0,157.0
27.0,0,182.7,90.5,17.4,55.0,227.0
24.0,1,158.0,46.1,21.4,32.0,149.0
44.0,0,176.1,74.4,16.9,47.0,225.0
51.0,1,165.1,61.7,15.0,20.0,157.0
63.0,1,158.3,54.76,19.4,23.0,142.0
39.0,1,164.9,52.3,12.7,32.0,185.0
21.0,1,160.6,59.0,24.4,45.0,210.0
21.0,0,169.9,65.44,-1.6,45.0,183.0
43.0,1,163.3,70.1,26.0,22.0,154.0
38.0,1,160.7,52.7,23.6,45.0,186.0
30.0,0,186.0,76.0,22.9,54.0,241.0
33.0,1,153.2,49.0,-0.4,1.0,144.0
30.0,0,173.9,64.92,14.8,42.0,204.0
36.0,0,169.3,57.9,11.9,53.0,238.0
55.0,0,167.4,69.2,14.9,39.0,209.0
23.0,1,157.5,50.8,21.7,42.0,185.0
26.0,0,168.8,63.7,16.8,49.0,222.0
30.0,0,171.2,69.3,11.0,51.0,185.0
42.0,0,169.1,69.0,18.2,34.0,206.0
61.0,1,158.0,65.02,21.4,19.0,118.0
47.0,1,162.0,61.6,-2.3,12.0,140.0
27.0,0,182.1,80.8,8.0,49.0,223.0
36.0,0,173.0,73.44,23.0,54.0,232.0
60.0,1,152.6,52.8,20.4,10.0,123.0
36.0,0,177.3,92.4,23.3,53.0,226.0
26.0,1,155.5,54.66,27.8,37.0,169.0
64.0,0,170.4,66.0,12.0,25.0,164.0
22.0,0,179.1,62.7,11.3,55.0,230.0
39.0,0,173.0,73.2,14.9,60.0,219.0
23.0,1,178.4,75.5,12.6,51.0,183.0
24.0,0,170.9,63.1,8.4,42.0,229.0
28.0,1,159.1,49.1,11.3,41.0,135.0
33.0,0,174.9,71.0,18.3,64.0,232.0
22.0,0,169.3,67.0,10.8,58.0,191.0
28.0,0,168.6,59.1,16.1,62.0,187.0
22.0,0,180.2,68.4,7.3,62.0,284.0
46.0,0,167.2,68.8,11.0,43.0,213.0
58.0,0,171.4,69.9,10.9,25.0,165.0
52.0,1,153.8,61.7,19.4,24.0,143.0
55.0,1,153.4,63.2,2.6,6.0,117.0
43.0,1,153.2,51.7,15.6,31.0,160.0
33.0,0,172.6,79.3,16.1,51.0,200.0
27.0,0,174.4,71.8,30.7,59.0,259.0
41.0,0,179.3,73.4,17.3,47.0,246.0
26.0,0,174.9,86.2,7.6,42.0,191.0
46.0,1,165.5,58.0,27.6,54.0,181.0
29.0,0,177.2,68.0,14.0,59.0,233.0
22.0,0,183.5,76.9,22.8,56.0,253.0
21.0,0,177.5,74.2,11.4,64.0,233.0
21.0,0,177.3,67.0,3.4,26.0,219.0
28.0,0,175.8,97.4,5.3,35.0,210.0
29.0,0,180.4,79.1,7.2,47.0,234.0
34.0,1,159.9,50.2,17.0,35.0,150.0
32.0,0,162.0,73.8,14.9,34.0,189.0
60.0,1,143.4,52.2,21.8,22.0,71.0
30.0,0,175.4,82.8,22.5,58.0,259.0
23.0,0,174.1,82.62,21.2,50.0,232.0
39.0,1,163.2,57.2,14.7,11.0,124.0
34.0,0,169.0,72.7,20.7,49.0,233.0
54.0,1,154.0,54.5,12.5,13.0,120.0
49.0,0,172.1,80.6,15.7,51.0,233.0
24.0,1,162.4,44.26,13.0,48.0,166.0
32.0,0,163.5,70.4,15.7,46.0,196.0
22.0,0,181.5,80.4,18.9,58.0,245.0
21.0,0,171.3,83.9,-7.3,45.0,161.0
60.0,0,169.8,66.6,15.2,38.0,220.0
21.0,0,175.4,72.4,12.0,47.0,169.0
26.0,1,170.4,66.8,16.2,48.0,153.0
46.0,0,171.7,60.8,16.4,53.0,194.0
40.0,0,169.5,75.6,19.1,28.0,209.0
29.0,0,174.3,74.4,15.7,41.0,232.0
40.0,0,179.7,81.2,12.7,32.0,247.0
22.0,1,164.7,63.7,16.0,56.0,200.0
51.0,1,156.4,63.0,15.4,25.0,144.0
21.0,1,159.5,51.3,2.1,5.0,105.0
34.0,0,171.1,66.3,17.9,55.0,245.0
29.0,0,166.8,67.2,23.5,63.0,223.0
58.0,0,172.5,62.3,11.7,45.0,184.0
63.0,1,147.3,52.1,15.6,3.0,116.0
21.0,0,176.9,60.7,7.3,47.0,233.0
35.0,0,172.3,72.3,19.1,47.0,215.0
60.0,0,181.2,78.5,15.3,35.0,197.0
62.0,0,167.3,57.0,17.4,32.0,167.0
53.0,0,176.6,86.1,10.9,60.0,192.0
26.0,0,163.1,64.8,14.8,42.0,182.0
21.0,0,177.6,85.8,20.8,43.0,248.0
48.0,1,158.4,52.3,18.7,14.0,162.0
27.0,0,169.2,64.5,17.4,49.0,241.0
27.0,1,167.8,63.6,17.4,45.0,161.0
44.0,0,167.0,69.0,12.2,25.0,191.0
46.0,0,165.8,65.0,11.1,45.0,185.0
28.0,1,161.7,54.5,18.5,34.0,159.0
21.0,0,178.9,75.5,15.4,55.0,213.0
55.0,1,150.3,60.7,19.7,20.0,145.0
21.0,0,169.7,62.7,24.2,49.0,227.0
28.0,1,169.3,68.1,24.8,33.0,175.0
27.0,1,166.1,63.1,20.9,43.0,154.0
60.0,1,156.9,73.2,7.6,0.0,68.0
42.0,0,172.1,65.74,3.7,26.0,214.0
23.0,0,177.1,74.2,23.4,57.0,213.0
37.0,0,180.8,73.3,-0.4,47.0,230.0
59.0,1,150.9,55.8,19.2,7.0,117.0
36.0,0,169.4,66.5,10.4,46.0,182.0
30.0,0,175.0,70.3,27.0,64.0,250.0
63.0,1,150.2,51.9,18.8,19.0,123.0
24.0,1,159.2,55.9,26.4,48.0,188.0
39.0,1,170.9,71.5,5.1,13.0,159.0
22.0,0,169.0,78.9,14.4,52.0,215.0
23.0,1,163.1,69.0,15.3,51.0,260.0
33.0,0,172.5,70.9,10.1,49.0,215.0
37.0,0,176.6,93.0,10.0,27.0,196.0
41.0,1,163.6,56.1,9.8,29.0,143.0
21.0,0,174.7,71.7,17.2,60.0,234.0
21.0,1,155.9,45.6,14.6,27.0,135.0
26.0,1,154.9,58.92,19.6,43.0,133.0
48.0,0,174.2,87.0,10.8,26.0,215.0
50.0,0,167.2,67.3,21.2,39.0,210.0
24.0,0,170.9,68.3,4.3,33.0,173.0
60.0,0,170.5,72.1,17.6,33.0,208.0
